session_id,player_id,game_id,score,duration
331,4327,1,443,420
332,2676,1,32,327
333,6830,4,424,237
334,1428,3,158,237
335,3273,1,531,18
336,4306,4,271,78
337,3595,3,523,
338,5513,3,648,421
339,7140,3,747,429
340,3321,4,133,101
341,2033,1,747,86
342,3878,2,201,467
343,3921,1,740,27
344,3270,3,194,152
345,2082,3,-73,153
346,905,3,-87,380
347,1526,4,341,91
348,6222,1,371,318
349,4224,4,729,235
350,8458,4,812,160
351,2865,1,760,257
352,8164,4,291,20
353,325,4,140,477
354,8669,4,725,109
355,3814,4,338,209
356,1874,3,370,490
357,9892,4,311,444
358,5524,4,168,291
359,1260,1,760,321
360,5520,1,569,484
361,6301,2,127,28
362,4336,3,876,66
363,3992,2,520,224
364,5494,2,659,256
365,840,3,814,64
366,9603,2,885,56
367,8306,4,318,
368,3888,3,330,363
369,958,1,579,241
370,2690,4,177,311
371,630,4,579,469
372,6880,1,955,17
373,1750,3,283,319
374,9937,3,882,339
375,6821,4,971,421
376,9306,1,350,127
377,6672,4,552,69
378,4859,1,179,394
379,6116,4,604,391
380,149,2,602,259
381,9925,2,623,365
382,8799,2,192,197
383,8857,1,276,137
384,1787,2,434,459
385,7952,4,435,500
386,8557,1,406,
387,3358,3,6,44
388,5825,3,87,476
389,317,3,675,431
390,2435,2,840,447
391,700,4,220,136
392,7132,4,963,102
393,4,3,526,343
394,347,3,773,261
395,3373,3,707,17
396,3557,2,344,280
397,9811,4,693,354
398,8300,3,202,283
399,3066,4,167,102
400,5644,2,103,268
401,2984,2,977,234
402,864,4,563,255
403,9834,3,-21,31
404,6176,2,906,53
405,4849,1,946,358
406,7208,2,680,203
407,7289,2,100,350
408,9940,4,-55,73
409,241,1,51,349
410,158,2,613,22
411,1146,1,166,350
412,3744,4,115,241
413,566,4,576,80
414,8171,2,783,348
415,5478,4,845,459
416,2524,4,124,328
417,3302,2,864,86
418,7586,1,414,160
419,6147,3,358,134
420,1700,3,676,463
421,6155,2,22,282
422,6262,3,278,34
423,7390,1,409,241
424,4441,4,432,430
425,6826,3,730,47
426,9434,3,331,75
427,1851,4,185,272
428,2128,4,263,55
429,7064,4,594,118
430,2368,1,793,12
431,5383,4,325,477
432,2971,4,586,446
433,8444,1,468,125
434,2021,1,842,242
435,6057,3,621,434
436,9616,3,325,66
437,140,4,963,106
438,8684,3,165,407
439,7197,3,301,168
440,3633,3,789,125
441,3851,2,912,233
442,7939,4,536,240
443,6674,3,573,352
444,7647,1,993,467
445,5794,3,515,246
446,7928,2,85,293
447,3598,2,-61,334
448,5896,3,315,456
449,3804,2,571,351
450,101,2,371,43
451,3457,1,377,86
452,1055,4,349,349
453,4680,2,776,43
454,8780,3,949,200
455,5171,2,742,336
456,8029,1,515,158
457,5289,2,849,396
458,6044,3,464,44
459,7580,2,602,200
460,7438,2,205,78
461,1164,3,6,144
462,8008,1,322,106
463,7269,2,179,202
464,654,4,184,276
465,3060,1,447,199
466,5132,1,880,203
467,5725,3,607,200
468,9290,4,978,463
469,1744,2,800,189
470,1083,1,347,
471,7118,2,414,303
472,1348,4,882,
473,1684,4,52,175
474,3277,1,256,
475,5859,2,50,371
476,6454,1,514,
477,8407,1,339,496
478,105,2,724,102
479,762,1,55,195
480,2786,1,653,376
481,5287,2,420,89
482,9765,2,928,105
483,8874,2,928,166
484,5621,2,770,99
485,1903,3,-3,254
486,3384,2,361,202
487,9498,3,104,282
488,4159,1,144,
489,7893,1,452,198
490,4988,1,91,316
491,2521,2,942,20
492,5604,4,567,110
493,1129,2,304,376
494,9992,3,140,114
495,2333,2,765,117
496,4767,2,619,
497,4725,4,769,336
498,2554,4,424,327
499,273,3,661,476
500,1973,3,563,140
501,4224,2,999,290
502,3766,2,442,26
503,3525,4,819,204
504,5547,2,-93,401
505,1837,2,509,320
506,1941,2,796,
507,5448,1,760,357
508,73,1,238,218
509,8944,2,368,401
510,9540,1,282,281
511,9466,2,487,244
512,7017,4,969,419
513,3403,1,484,199
514,9627,3,311,430
515,3592,2,542,21
516,9972,1,93,289
517,6387,1,255,401
518,5204,4,177,460
519,3205,4,803,88
520,9817,1,548,
521,4641,1,447,485
522,5838,2,501,276
523,2866,1,451,495
524,7733,2,757,368
525,6541,2,119,
526,6701,2,143,472
527,1992,3,876,19
528,1978,1,811,
529,9954,1,736,313
530,2724,4,684,449
531,5987,4,631,431
532,2817,1,375,403
533,4636,1,192,40
534,2317,3,570,282
535,6400,2,642,127
536,5672,2,880,418
537,6892,4,26,364
538,4239,1,74,338
539,3110,1,-62,11
540,5916,1,57,113
541,7717,4,490,365
542,5073,3,505,100
543,6452,3,910,131
544,3753,2,890,407
545,4538,4,278,
546,3008,1,504,365
547,4960,4,384,175
548,8289,2,922,107
549,2724,3,891,173
550,9546,3,734,90
551,1953,4,212,255
552,6859,2,738,61
553,2769,1,29,171
554,7642,4,664,263
555,7781,2,558,410
556,8748,3,127,344
557,8902,2,231,122
558,4567,1,732,300
559,8546,3,503,15
560,6678,3,658,204
561,7641,3,950,110
562,1124,4,203,388
563,9004,1,228,461
564,9752,2,669,480
565,8792,4,114,377
566,1623,3,693,142
567,3502,3,566,12
568,7117,2,469,287
569,848,3,501,459
570,8637,4,852,233
571,7574,2,659,278
572,1967,1,79,262
573,7175,3,662,101
574,180,4,775,126
575,2287,4,606,312
576,9513,3,374,195
577,8029,4,618,55
578,1645,3,39,273
579,4956,1,227,469
580,3549,3,193,448
581,8180,2,749,120
582,7687,3,12,202
583,2417,3,84,170
584,9196,2,611,375
585,7411,4,781,368
586,4167,1,881,168
587,2635,3,635,359
588,123,1,116,
589,4938,3,471,265
590,8771,4,117,325
591,7434,4,144,332
592,5386,1,189,114
593,5238,4,772,388
594,3594,3,614,347
595,5923,1,344,410
596,8181,1,656,126
597,8607,4,620,158
598,4762,3,253,497
599,6937,2,653,265
600,7173,1,457,278
601,4507,4,895,126
602,5296,2,962,227
603,7946,3,328,210
604,6527,1,127,493
605,7956,1,292,283
606,2872,2,72,454
607,6905,2,678,151
608,8152,2,403,418
609,5209,1,430,443
610,583,1,348,
611,7973,3,186,492
612,9888,1,496,273
613,2739,4,828,489
614,8086,4,342,419
615,8485,4,487,
616,3695,4,328,463
617,2489,3,877,388
618,8451,4,479,409
619,7884,3,86,255
620,7096,3,453,180
621,6576,2,623,166
622,2115,1,839,479
623,6732,4,108,47
624,9403,1,385,410
625,894,1,627,219
626,492,1,571,95
627,1839,4,860,207
628,7749,1,712,35
629,6323,1,89,107
630,2177,4,963,269
631,3505,3,283,418
632,9669,3,115,
633,2979,3,569,447
634,6786,4,237,188
635,3195,3,797,351
636,5196,1,76,
637,2988,1,613,428
638,9756,4,998,285
639,6408,1,671,281
640,8081,2,170,68
641,8511,4,417,410
642,3182,4,90,30
643,9655,3,166,470
644,1496,1,-35,486
645,9066,3,721,20
646,8615,1,451,45
647,5007,1,284,11
648,9841,1,766,370
649,8831,3,969,237
650,4254,2,751,474
651,7315,4,318,344
652,8163,4,-52,258
653,1999,3,-28,18
654,5812,2,137,177
655,3942,2,184,499
656,1401,1,57,104
657,7269,3,690,44
658,7607,1,736,241
659,6515,2,183,98
660,9376,2,926,270
661,4539,1,213,22
662,2153,1,956,221
663,1906,2,139,171
664,1528,4,791,95
665,4021,4,-50,193
666,6812,2,464,146
667,6877,3,608,266
668,6961,1,241,160
669,2786,3,186,106
670,9616,2,980,496
671,4591,2,-4,202
672,17,2,354,354
673,9995,1,65,170
674,3832,4,582,157
675,5240,1,948,73
676,3012,1,318,476
677,5710,3,420,97
678,1295,1,751,49
679,4864,2,882,244
680,508,1,684,108
681,8257,2,940,
682,9647,3,668,59
683,8440,3,665,382
684,7366,3,585,167
685,3148,2,-90,353
686,681,2,474,455
687,6463,2,241,461
688,3840,4,512,38
689,7485,2,-20,67
690,5176,1,435,146
691,8360,4,921,237
692,2962,3,603,236
693,9029,4,94,290
694,6323,2,38,181
695,7050,2,401,71
696,4171,3,625,41
697,2409,4,93,221
698,6059,3,261,363
699,2485,2,447,413
700,238,1,212,
701,2273,1,885,431
702,2261,1,326,40
703,7415,2,203,137
704,9920,2,45,257
705,7586,1,575,313
706,1688,3,63,290
707,8398,4,605,324
708,4876,2,733,148
709,7521,3,109,349
710,2620,3,9,330
711,299,1,397,82
712,3269,2,45,14
713,4766,1,922,175
714,7829,3,651,35
715,209,2,789,348
716,3186,1,156,477
717,3997,1,551,289
718,37,2,781,235
719,6808,1,142,57
720,5901,1,994,357
721,859,3,179,491
722,6401,4,981,444
723,346,3,867,50
724,8951,1,466,419
725,4228,3,630,371
726,1513,3,930,86
727,1469,4,375,443
728,6674,3,912,250
729,6470,4,187,18
730,9615,2,737,365
731,2351,1,837,41
732,7291,4,93,337
733,3758,1,648,
734,7840,2,751,493
735,6265,1,-58,325
736,5649,3,43,71
737,1140,1,487,133
738,6122,4,123,318
739,7624,3,937,287
740,8849,1,804,415
741,106,2,410,333
742,6990,1,171,497
743,6348,4,878,382
744,2308,4,908,484
745,8463,3,389,495
746,3469,2,774,459
747,5809,3,627,162
748,271,1,541,417
749,1186,3,675,427
750,8407,4,109,211
751,5124,1,29,176
752,2605,2,683,156
753,2434,3,580,
754,4735,2,111,
755,7916,1,100,147
756,7869,1,472,
757,1919,3,386,376
758,2343,2,929,248
759,3920,1,126,476
760,7313,3,475,231
761,9401,3,393,389
762,1580,1,668,87
763,3392,2,421,440
764,7940,2,652,220
765,3992,2,588,481
766,8387,1,687,188
767,7187,1,479,96
768,7359,2,102,228
769,587,4,586,192
770,8538,4,839,369
771,8340,2,-13,221
772,9839,3,843,
773,2360,4,923,85
774,7261,1,614,121
775,7915,1,317,460
776,2395,1,294,221
777,1004,2,-15,176
778,5468,3,626,223
779,5660,4,808,235
780,2388,3,848,
781,5960,3,186,427
782,5497,3,845,345
783,1869,4,914,348
784,1206,3,903,56
785,1701,3,954,280
786,7123,1,681,441
787,6313,1,629,200
788,138,3,824,137
789,4040,4,47,167
790,3258,1,394,319
791,6353,2,54,286
792,2788,2,638,373
793,4598,1,598,167
794,9017,2,570,146
795,3414,1,5,97
796,7709,3,767,363
797,8911,4,997,19
798,4218,3,825,475
799,8880,2,747,486
800,1810,2,176,62
801,1164,4,736,244
802,5451,4,800,398
803,494,1,676,179
804,226,3,292,320
805,665,1,914,461
806,1788,2,496,173
807,1728,2,130,181
808,6188,2,884,173
809,8608,4,221,213
810,972,4,883,208
811,2060,4,498,430
812,2861,3,467,60
813,9750,3,612,447
814,7018,2,-66,294
815,1417,4,111,398
816,185,3,769,136
817,8055,3,426,462
818,2297,3,758,145
819,6881,1,84,186
820,4858,1,815,406
821,5564,3,456,259
822,380,3,793,307
823,1592,2,388,196
824,8488,2,681,500
825,9317,3,986,165
826,9282,4,993,412
827,1592,1,244,214
828,3896,3,154,488
829,8099,2,702,257
830,6354,1,538,137
831,1895,3,558,130
832,7959,4,714,
833,7283,1,693,119
834,8049,4,125,132
835,2453,1,55,51
836,9335,3,347,225
837,577,3,860,139
838,7822,4,55,460
839,5393,2,307,113
840,1491,2,745,94
841,8725,3,664,60
842,1522,1,663,33
843,8231,3,296,144
844,9432,4,-11,160
845,8481,1,871,490
846,5817,4,-50,457
847,1096,4,163,288
848,4576,2,780,324
849,9432,4,802,426
850,7315,3,186,326
851,6099,1,58,433
852,2842,2,767,192
853,1345,3,-70,425
854,8545,1,789,127
855,1123,4,911,
856,3338,3,485,203
857,338,3,452,328
858,956,3,208,147
859,5588,1,307,388
860,9283,4,712,237
861,4509,2,-99,375
862,5534,1,920,313
863,2507,1,956,110
864,2814,3,280,24
865,2754,1,494,44
866,2029,4,773,319
867,2136,3,329,308
868,6450,1,162,473
869,4716,3,47,407
870,5590,2,460,329
871,2078,2,426,487
872,8327,3,93,75
873,7277,3,431,433
874,6720,4,272,482
875,7605,3,277,279
876,7140,2,990,347
877,6436,4,495,149
878,9980,1,307,279
879,6209,3,861,407
880,8673,3,806,153
881,9844,3,804,156
882,8706,2,438,381
883,9595,4,130,288
884,9164,3,129,301
885,6827,1,148,428
886,6772,2,677,109
887,1668,2,27,196
888,2866,3,903,176
889,9063,4,551,432
890,1638,3,824,
891,1136,1,204,423
892,4094,4,453,454
893,7780,3,564,450
894,4313,1,383,273
895,563,4,280,30
896,288,1,552,
897,5311,2,753,232
898,8679,4,795,247
899,961,4,375,127
900,2813,1,69,15
901,8038,2,173,60
902,2886,4,554,157
903,6639,2,86,328
904,8027,2,-69,295
905,1410,2,547,305
906,1766,4,589,
907,8119,3,447,268
908,9927,2,932,29
909,2018,4,739,399
910,7874,4,338,188
911,3336,2,61,138
912,6257,4,207,81
913,7499,1,636,77
914,9310,1,-96,112
915,4279,3,-93,52
916,6827,3,-29,313
917,7321,4,931,385
918,2624,2,348,453
919,4354,2,802,425
920,3172,2,462,352
921,1777,3,730,31
922,7045,1,577,387
923,4117,2,923,381
924,7549,1,536,24
925,9310,1,257,395
926,7596,4,835,253
927,4542,1,979,266
928,160,4,174,314
929,568,2,971,352
930,5505,4,863,361
931,5463,3,984,28
932,4941,3,783,192
933,9605,4,68,291
934,2815,1,-34,435
935,3523,1,387,460
936,999,2,219,96
937,5039,2,659,474
938,58,3,627,
939,8776,3,-96,183
940,7656,1,-78,416
941,8543,1,339,189
942,8805,1,711,
943,9492,1,739,133
944,2042,4,936,370
945,8756,2,680,89
946,8943,3,366,65
947,2759,1,894,443
948,3057,3,328,222
949,746,1,994,89
950,3694,4,552,189
951,3763,1,818,154
952,9266,3,-39,261
953,4156,4,102,338
954,8009,3,824,166
955,8553,3,637,300
956,6978,1,934,252
957,4761,4,147,78
958,6950,1,393,360
959,1897,1,104,414
960,270,2,637,344
961,5266,4,323,295
962,9688,1,877,127
963,8417,2,627,22
964,765,2,715,380
965,3097,2,523,174
966,8605,3,277,139
967,1777,2,116,357
968,2460,2,367,59
969,1162,1,869,74
970,9080,4,141,115
971,8984,4,309,55
972,631,3,192,433
973,1195,3,171,459
974,630,1,642,437
975,4692,4,447,113
976,9424,3,345,209
977,1538,3,108,440
978,7064,2,665,139
979,8813,2,-15,87
980,6990,3,287,489
981,2806,1,661,496
982,9292,1,292,354
983,2842,3,146,13
984,9362,2,787,92
985,878,3,200,320
986,389,1,649,497
987,7485,3,842,12
988,415,1,341,94
989,6392,2,-18,153
990,3192,3,675,143
991,4406,1,788,446
992,2521,2,184,301
993,9375,4,847,371
994,1749,3,627,234
995,7458,3,248,90
996,703,4,113,372
997,838,3,665,114
998,3423,4,509,
999,2908,3,36,63
1000,756,3,467,87
1001,8093,2,275,
1002,1985,1,772,359
1003,836,4,382,457
1004,9897,1,999,488
1005,4520,1,517,98
1006,8269,3,983,266
1007,2254,1,262,215
1008,6038,2,783,497
1009,1027,2,-86,30
1010,7360,2,132,104
1011,3506,2,32,340
1012,3974,3,90,447
1013,2395,4,805,
1014,542,1,564,270
1015,9964,2,195,54
1016,8188,1,297,55
1017,3509,2,140,237
1018,3340,4,109,176
1019,6665,4,92,453
1020,5221,2,263,487
1021,9153,4,950,295
1022,6309,3,772,81
1023,6715,2,597,50
1024,2439,2,809,390
1025,4838,4,524,265
1026,8290,2,982,206
1027,17,3,-64,483
1028,3676,4,936,
1029,5587,1,63,159
1030,7037,1,297,22
1031,2763,1,128,69
1032,5724,1,561,472
1033,6515,4,325,409
1034,6048,3,989,49
1035,8467,4,415,416
1036,71,4,319,288
1037,6921,2,264,319
1038,7161,3,292,378
1039,7016,2,809,405
1040,8021,3,620,267
1041,6120,2,744,150
1042,9564,2,307,223
1043,351,3,361,385
1044,596,1,778,161
1045,4382,3,346,227
1046,621,3,787,149
1047,7523,3,34,310
1048,8319,1,637,116
1049,1568,2,68,334
1050,5588,3,856,297
1051,7919,3,697,228
1052,3028,3,866,382
1053,8248,3,300,466
1054,6977,3,482,105
1055,3429,2,632,287
1056,7069,1,174,391
1057,5316,4,608,97
1058,2252,4,963,
1059,546,1,507,412
1060,9072,3,211,201
1061,5706,1,510,221
1062,5292,4,198,213
1063,4585,2,846,496
1064,9153,3,541,247
1065,256,2,956,414
1066,2379,1,239,295
1067,3529,2,855,159
1068,3438,3,777,164
1069,4430,1,148,241
1070,4017,3,229,432
1071,2773,3,661,32
1072,1107,3,913,316
1073,2627,1,0,207
1074,2118,2,613,366
1075,2563,1,682,21
1076,3034,4,624,65
1077,5461,1,-95,69
1078,8673,1,28,309
1079,2419,3,547,459
1080,9837,3,48,373
1081,6660,3,879,306
1082,8369,2,417,248
1083,1073,3,38,483
1084,8000,2,530,451
1085,9881,1,811,345
1086,6773,1,364,83
1087,2074,3,821,222
1088,1915,1,774,152
1089,2374,1,74,345
1090,3688,2,712,376
1091,4546,3,243,443
1092,9224,2,1000,109
1093,293,3,232,119
1094,8679,1,557,29
1095,4127,3,120,47
1096,9717,2,185,110
1097,1792,3,127,317
1098,4823,2,-64,455
1099,7411,1,694,118
1100,965,3,763,45
1101,290,3,28,
1102,9401,1,454,149
1103,8311,1,792,101
1104,1076,3,585,471
1105,1411,3,737,497
1106,7969,4,391,26
1107,929,3,854,29
1108,2256,4,230,269
1109,4851,2,416,214
1110,763,2,167,28
1111,3203,3,156,248
1112,7672,3,557,389
1113,5140,1,323,23
1114,7840,2,-22,14
1115,5804,1,657,253
1116,2540,4,327,379
1117,3904,4,102,187
1118,7703,4,143,385
1119,9188,2,894,251
1120,9461,2,394,127
1121,6395,4,791,
1122,5528,2,597,40
1123,4935,4,78,421
1124,4606,4,77,389
1125,2434,2,928,69
1126,5919,4,841,154
1127,8454,1,696,302
1128,2039,1,637,147
1129,2100,2,646,42
1130,8368,1,69,282
1131,9352,4,314,105
1132,9336,1,330,346
1133,8343,2,799,
1134,5557,1,652,30
1135,7288,2,580,
1136,8861,3,369,
1137,4501,4,534,134
1138,4526,4,353,383
1139,5724,4,281,125
1140,4263,4,226,405
1141,9574,4,756,21
1142,2389,2,703,190
1143,8149,1,175,151
1144,4739,4,145,12
1145,9220,1,377,213
1146,3967,1,773,66
1147,7194,1,793,376
1148,5160,3,597,348
1149,425,3,778,234
1150,7883,1,-94,84
1151,6311,4,483,48
1152,5700,2,626,102
1153,228,4,380,379
1154,7333,1,516,136
1155,6494,1,553,395
1156,4002,3,88,356
1157,3911,1,997,
1158,2672,4,374,467
1159,8896,2,759,355
1160,5809,4,909,125
1161,3249,1,627,462
1162,1974,2,52,361
1163,6467,2,156,239
1164,4470,2,257,78
1165,1362,3,928,471
1166,3579,2,508,336
1167,4463,4,170,339
1168,3012,3,511,496
1169,3771,2,127,27
1170,3075,3,106,38
1171,1063,3,894,130
1172,8216,3,794,318
1173,7781,3,360,26
1174,2150,2,499,436
1175,1555,2,368,
1176,4305,3,594,57
1177,6967,4,339,56
1178,8858,3,46,336
1179,9252,4,533,199
1180,1083,3,956,451
1181,4502,4,60,60
1182,6044,3,166,314
1183,1732,2,938,427
1184,3205,4,431,74
1185,8469,4,371,
1186,7871,4,597,403
1187,5299,1,782,343
1188,7107,3,300,19
1189,9380,4,397,250
1190,5618,1,250,365
1191,1591,2,393,207
1192,2177,4,359,43
1193,114,2,28,117
1194,522,4,710,14
1195,8072,1,232,58
1196,3424,1,105,171
1197,9364,3,360,279
1198,9649,4,954,195
1199,2398,4,152,338
1200,4510,4,442,256
1201,2922,1,100,311
1202,7370,4,-16,112
1203,8208,4,-7,46
1204,4011,2,500,282
1205,5841,1,686,227
1206,7285,3,262,312
1207,580,3,899,
1208,3016,4,890,399
1209,2436,3,912,414
1210,7714,2,437,305
1211,3800,1,667,
1212,953,1,142,191
1213,3092,2,811,94
1214,646,1,377,416
1215,1424,2,426,449
1216,6582,2,167,272
1217,2497,2,952,229
1218,2361,2,173,139
1219,6735,3,314,263
1220,1766,2,182,
1221,6022,4,800,25
1222,1700,4,784,99
1223,7586,2,121,235
1224,381,1,20,137
1225,1988,4,656,21
1226,3753,3,500,429
1227,6981,2,615,333
1228,7038,2,602,199
1229,743,4,552,277
1230,8589,1,506,450
1231,9426,2,772,164
1232,2135,4,168,192
1233,1006,1,834,
1234,5092,3,165,30
1235,2297,3,730,104
1236,1590,4,685,182
1237,2929,4,-79,482
1238,8612,1,237,223
1239,7336,4,755,400
1240,9288,1,909,354
1241,4493,4,407,262
1242,5138,2,529,189
1243,6393,3,819,463
1244,3347,3,334,317
1245,1292,2,5,26
1246,4294,3,888,160
1247,591,2,-25,467
1248,9655,3,390,
1249,6517,2,885,95
1250,3716,2,32,17
1251,5469,3,282,302
1252,9447,4,525,298
1253,2816,3,217,436
1254,5776,2,495,74
1255,9481,1,665,278
1256,5455,2,-93,58
1257,4361,1,644,
