chat_id,session_id,player_id,game_id,message,sent_at
46,86679,5898,1,where are you,2025/05/22 10:04
47,95608,2229,5,that was close,1750515670
48,22022,6192,5,good round,1774294964
49,73041,8746,2,bruh,2025-10-11T07:45:31Z
50,29397,1570,5,that was close,1773793860
51,93547,5661,1,lag spike,2025/12/30 22:00
52,61437,670,5,that was close,2026-02-07 10:46:09
53,10124,5194,3,lag spike,2025-05-20 08:42:38
54,65311,2064,2,gg,2025-10-31 07:15:00
55,2577,4182,5,gg,06/26/2025 05:51:38 AM
56,46356,8399,5,gg,2025-10-13 17:03:58
57,58267,7318,2,gg,2025-09-15 12:36:34
58,70428,6788,5,clutch,2025-08-30T04:33:55Z
59,36777,4803,4,lag spike,2025-06-02T09:00:08Z
60,99580,6962,1,nice play,2026/01/20 13:56
61,53889,3623,4,need backup,2025/06/21 23:57
62,2344,7711,1,clutch,1771799183
63,67966,1093,4,nice play,2025-09-25 14:53:46
64,98149,4959,4,good round,2025-09-03T23:48:38Z
65,80500,5538,5,nice play,2026-04-02T18:55:45Z
66,33225,6500,5,nice play,2026-01-27T23:26:47Z
67,14478,153,1,need backup,2025-11-22T09:26:38Z
68,45729,2384,3,nice play,2026/03/26 13:56
69,8238,8336,5,lag spike,1763880074
70,21095,7500,3,lag spike,2025/11/14 05:45
71,54560,3271,4,omw,2025-11-19T14:49:38Z
72,71802,1131,1,where are you,2025/06/21 16:45
73,78650,774,2,lag spike,1768679017
74,27521,354,2,lag spike,2025/12/02 13:37
75,819,2339,1,gg,08/18/2025 11:47:33 PM
76,31164,1907,3,clutch,1777396464
77,89395,3952,4,nice play,1753397399
78,33376,6178,2,clutch,01/14/2026 06:05:51 AM
79,13898,2867,1,clutch,2026-01-13 18:18:06
80,24519,1157,4,,10/13/2025 07:49:03 PM
81,5163,8800,3,gg,1751063134
82,90015,8471,4,,1767489634
83,61296,6308,5,where are you,2025-12-29 13:53:31
84,3098,9479,2,that was close,2025/08/22 03:36
85,84279,4900,4,good round,1758274040
86,89431,6069,1,nice play,1760476501
87,43810,7245,5,clutch,2025-06-01T09:52:07Z
88,88603,645,4,clutch,12/23/2025 12:04:56 PM
89,3899,8368,3,omw,1774236062
90,26933,2175,1,need backup,2025-10-28 18:58:45
91,20473,8265,4,lag spike,03/14/2026 12:32:08 PM
92,71758,6821,1,clutch,1753741436
93,74849,6512,2,omw,2026-04-20 12:27:03
94,21288,4430,1,lag spike,02/14/2026 06:31:36 AM
95,44463,9004,5,lag spike,01/18/2026 12:47:57 PM
96,97729,728,2,omw,2026/03/24 03:13
97,22107,2630,2,omw,2026/01/06 09:40
98,66896,5697,5,bruh,1773969167
99,12024,1620,3,need backup,2025-08-26 20:58:31
100,96018,6863,3,lag spike,2026-02-03T18:19:50Z
101,48810,3432,4,bruh,10/25/2025 09:30:05 PM
102,27011,7063,1,that was close,2026-01-11T20:57:08Z
103,31903,2818,1,that was close,2025-07-27 17:29:51
104,39540,9510,2,omw,2025-07-22 23:29:25
105,87598,9227,1,clutch,2026-04-14 03:55:25
106,6685,5576,1,clutch,
107,62531,5402,4,omw,2025-07-21T12:40:18Z
108,30100,3299,3,bruh,2025-12-15T05:07:54Z
109,67768,765,3,where are you,04/04/2026 04:16:55 AM
110,71645,3617,4,that was close,2026-02-10 02:02:18
111,27542,8237,3,bruh,2025-12-07T12:54:16Z
112,1818,1514,5,where are you,
113,92104,8876,5,need backup,2026/03/14 06:28
114,88251,7313,2,lag spike,1752082012
115,30932,2008,5,need backup,2026-01-03 07:15:59
116,41059,8126,3,clutch,06/07/2025 09:47:11 PM
117,61632,3766,5,where are you,05/27/2025 09:46:10 AM
118,69989,8725,5,gg,1772429750
119,89923,6004,3,nice play,
120,47551,4911,3,that was close,07/21/2025 06:55:01 PM
121,17915,7260,5,lag spike,2025-12-05T18:18:54Z
122,83545,1274,5,lag spike,05/25/2025 11:47:45 AM
123,19281,5684,1,lag spike,2025-06-03T04:04:20Z
124,80557,8378,2,bruh,2025-08-06 05:40:41
125,55914,1276,1,gg,2025/12/03 03:00
126,76700,3290,3,omw,1773764702
127,1089,8627,2,gg,2025/08/20 02:07
128,93156,8858,5,lag spike,2025-10-14T18:07:29Z
129,4209,3235,2,bruh,09/19/2025 06:33:03 AM
130,94301,4356,5,omw,1764928514
131,67582,2716,2,good round,07/01/2025 11:19:25 PM
132,77926,8760,4,nice play,1764177344
133,45924,5815,4,clutch,2026-03-12 14:24:09
134,3453,10000,3,clutch,2025-08-18T12:38:12Z
135,39421,2792,5,that was close,2026-03-02 15:00:45
136,53493,7424,5,clutch,2025-10-07T19:41:05Z
137,67482,1451,3,gg,1749673160
138,55195,3614,1,clutch,2025-11-02 10:11:44
139,31846,636,3,bruh,09/14/2025 08:51:30 AM
140,71419,4826,2,bruh,2026-01-25 20:38:02
141,55302,5625,4,,03/27/2026 07:26:55 PM
142,49087,500,5,omw,2025-10-14 09:35:51
143,18595,1849,4,nice play,1754844536
144,97189,5293,5,clutch,2026-01-07 00:39:32
145,90198,978,3,clutch,2025/09/30 17:55
146,81968,8787,3,that was close,2025-07-01 10:31:56
147,27481,3681,1,bruh,2025-10-13T10:39:27Z
148,81255,5524,2,lag spike,2025-12-23 11:53:25
149,19461,6221,2,need backup,1761030793
150,40524,9148,2,good round,07/21/2025 02:41:32 PM
151,39841,6969,2,that was close,2026-04-29T05:06:56Z
152,83298,7055,2,good round,2025/08/22 23:02
153,48755,7342,1,need backup,1768371521
154,4927,6364,4,omw,2026-01-22T08:18:38Z
155,97220,4422,3,clutch,2025/09/13 11:52
156,82505,9607,4,bruh,2025-12-09 07:23:48
157,62680,1572,3,clutch,08/10/2025 04:30:17 PM
158,24061,3652,3,gg,2025-09-14T22:50:03Z
159,64127,2635,5,good round,2026/04/09 11:47
160,3968,1728,5,,2026/02/28 19:00
161,75849,7945,5,good round,1751730110
162,67688,8504,2,gg,2026-03-21 06:38:13
163,40048,4008,4,where are you,2026-01-06T18:48:26Z
164,40929,7579,5,gg,2025-11-19 05:25:27
165,1231,1910,4,nice play,2026/04/19 23:16
166,71106,1681,5,good round,2025/11/18 10:27
167,90104,1732,3,clutch,02/02/2026 12:10:16 PM
168,93450,3435,5,clutch,2025-11-14T22:26:22Z
169,21610,8302,3,bruh,2025-09-03T07:23:56Z
170,61516,4314,4,clutch,2025-08-08 12:01:02
171,64364,3116,2,need backup,2025/08/20 21:50
172,16740,7464,4,where are you,1769148319
173,23284,6749,5,where are you,2026/03/31 23:39
174,88699,4059,3,lag spike,2025-07-26 13:16:05
175,65506,3073,1,gg,2026/01/29 16:44
176,62639,5963,3,that was close,1762637443
177,62739,4079,3,lag spike,1765027147
178,77171,2217,3,bruh,2026/04/24 16:41
179,41537,5111,4,clutch,1753163064
180,39644,6691,2,bruh,1767138955
181,62353,6598,1,good round,2025-11-21 22:36:30
182,70653,4952,3,bruh,2026/04/18 00:43
183,31221,2423,2,gg,06/15/2025 04:18:11 AM
184,24992,5086,5,need backup,02/16/2026 04:28:46 AM
185,41634,249,4,where are you,1769992066
186,15396,3342,3,clutch,2025/10/03 10:43
187,13198,4886,1,bruh,2026-02-14 01:47:08
188,24187,5188,1,that was close,2025/11/04 01:39
189,19295,5724,3,clutch,2025-08-04T22:06:29Z
190,46441,7392,2,good round,1750062824
191,41545,7628,3,need backup,
192,11014,9915,1,good round,2025-11-30T16:19:51Z
193,4230,3135,2,bruh,1759022416
194,80985,9803,3,need backup,2025-09-08 17:30:58
195,35176,6021,3,where are you,2025-12-31 00:38:21
196,83728,4805,5,nice play,02/10/2026 11:05:33 PM
197,93140,6886,3,gg,2025-09-20 18:53:32
198,80881,6690,4,need backup,03/11/2026 12:22:48 AM
199,63458,6095,4,need backup,2026-04-27T07:29:54Z
200,5427,6822,2,need backup,2025-09-13 14:10:46
201,55626,8877,5,omw,1749342129
202,37551,1054,3,nice play,07/14/2025 05:35:39 AM
203,85646,9178,3,need backup,2025-06-23T11:34:43Z
204,89350,5577,5,that was close,2025/10/21 14:04
205,38824,6957,2,that was close,1764528432
206,85956,3625,3,lag spike,2025-05-13T00:21:25Z
207,44867,869,4,good round,2026-02-27 06:43:55
208,31834,2944,4,bruh,2025-07-30T14:21:58Z
209,81880,5029,1,where are you,2026/03/26 17:27
210,71578,161,5,that was close,07/17/2025 05:11:34 PM
211,12185,4506,5,omw,2025/08/25 03:26
212,10545,4380,3,lag spike,08/05/2025 07:29:50 PM
213,5510,8518,4,good round,2026/03/04 12:59
214,22208,2090,3,bruh,10/18/2025 04:20:49 PM
215,90912,3057,5,gg,2025-07-20T05:06:06Z
216,98784,4553,5,,2025-06-04T02:18:21Z
217,59848,3042,3,lag spike,1767608653
218,43587,6210,1,that was close,2026/04/14 15:42
219,17593,3703,3,omw,2025-08-12T12:03:28Z
220,22986,4772,4,good round,1749321781
221,51959,8267,3,lag spike,2025-09-02T06:38:59Z
222,91299,61,1,clutch,1769561402
223,30387,9568,1,that was close,1777214755
224,58609,3585,5,omw,2025/05/23 18:22
225,14417,7073,4,gg,2025-08-16 22:53:35
226,57799,2870,5,clutch,2025-07-03T02:54:39Z
227,56288,6862,4,lag spike,09/23/2025 04:28:24 PM
228,78947,8538,1,nice play,04/25/2026 06:29:37 AM
229,93337,1677,1,omw,04/11/2026 10:54:34 PM
230,26624,4224,3,lag spike,2026-03-23T11:31:32Z
231,95207,1391,4,clutch,2025-12-30 10:56:04
232,41776,3611,4,bruh,03/29/2026 04:09:48 AM
233,71778,8738,4,need backup,07/11/2025 01:11:31 AM
234,36045,6926,1,bruh,11/08/2025 10:11:21 AM
235,63769,5315,3,bruh,03/10/2026 02:46:50 AM
236,10517,9307,1,gg,09/15/2025 05:15:25 PM
237,98312,4799,3,gg,01/08/2026 07:56:46 PM
238,18287,5511,5,that was close,10/15/2025 02:46:39 AM
239,71006,3816,1,need backup,2026-01-17T16:10:58Z
240,21341,2868,3,,2025/10/18 14:20
241,13565,4673,3,need backup,2026/01/21 15:06
242,87194,6344,3,need backup,12/17/2025 07:22:10 PM
243,13810,6955,5,clutch,2026-02-18 00:13:56
244,99579,36,4,gg,10/22/2025 02:18:57 AM
245,23859,3914,5,clutch,2025-08-17T01:44:09Z
246,82582,7775,5,omw,2025-11-21T06:45:05Z
247,85703,5931,5,clutch,2025-12-28 05:46:21
248,15189,9423,5,lag spike,03/26/2026 06:38:00 PM
249,86367,251,1,omw,12/09/2025 04:21:41 PM
250,2560,1721,5,that was close,1766349066
251,90976,2585,3,clutch,2025-06-03 01:44:00
252,78141,3285,1,where are you,2025-12-26T08:28:03Z
253,81132,1601,5,clutch,1747508688
254,92345,9544,1,clutch,
255,51277,285,4,that was close,2025/11/02 19:46
256,31898,6687,5,bruh,2025/05/27 23:10
257,39813,6916,1,lag spike,04/25/2026 10:58:46 PM
258,97592,3163,5,bruh,11/03/2025 08:20:12 PM
259,96470,8755,1,bruh,2025/10/01 00:23
260,48733,5620,4,clutch,1776912098
261,76233,2702,2,omw,2025/08/21 13:22
262,52319,4080,3,good round,2025/09/27 20:55
263,328,1534,5,omw,2025-11-08 16:17:00
264,45712,3324,3,that was close,1770081807
265,54160,5778,2,omw,11/08/2025 12:28:56 PM
266,44487,7689,4,good round,2025-11-11 23:21:45
267,9948,8253,1,need backup,2025-12-13T21:44:51Z
268,8726,952,2,omw,2026/01/30 15:13
269,43856,6860,2,omw,1771450545
270,45319,7284,4,nice play,1770033183
271,76483,3332,3,gg,1766691014
272,36874,3729,1,where are you,2025-08-02 19:58:46
273,73384,1879,1,where are you,
274,346,4647,3,that was close,2025/12/03 10:03
275,82111,5395,1,need backup,1775558256
276,80003,774,1,omw,2026-04-27 16:43:48
277,32745,9182,3,gg,2025-06-05 16:53:28
278,21888,5654,1,good round,04/01/2026 07:34:32 AM
279,25436,7978,5,that was close,2025-05-14 14:23:29
280,43998,3417,3,nice play,2026-03-23T20:30:50Z
281,81090,7497,5,bruh,1769774751
282,3732,4088,1,where are you,2026/02/03 03:21
283,22832,679,4,bruh,08/18/2025 09:17:10 PM
284,17962,7077,5,bruh,2026-04-19 14:31:39
285,68864,7960,4,nice play,2025-06-15T10:08:52Z
286,18870,4998,2,nice play,2025-06-03 06:51:49
287,1338,6904,4,that was close,2025/08/28 12:49
288,5821,2075,4,omw,1747046543
289,3987,6140,1,nice play,2025-06-06 11:15:53
290,96946,1212,5,good round,1750145754
291,14111,2643,2,omw,05/25/2025 12:07:29 PM
292,64524,4488,5,bruh,2025/09/26 10:21
293,67685,7351,3,that was close,2025-12-01T00:17:46Z
294,47045,1033,5,where are you,2025-12-05T19:17:10Z
295,60792,8291,4,good round,07/18/2025 09:29:41 AM
296,10192,4324,4,where are you,2026/02/06 01:36
297,16943,6351,4,lag spike,2025-10-27 09:29:08
298,92710,4773,3,need backup,06/17/2025 07:36:35 PM
299,27143,6252,5,bruh,2026-05-06 07:03:43
300,22152,7052,3,nice play,05/06/2026 08:30:30 AM
301,13634,1096,2,gg,2026/01/01 23:24
302,75486,4281,1,clutch,2025-05-20 06:18:18
303,35189,9863,5,nice play,2025/11/11 18:15
304,4560,7089,2,clutch,2025-08-15T15:50:31Z
305,95376,1808,5,gg,2025-10-12T21:09:25Z
306,55571,4045,1,clutch,2025/06/11 11:55
307,76167,4223,4,clutch,2025/07/26 04:55
308,44171,156,3,lag spike,1767940525
309,21195,3352,1,clutch,2025-05-14T19:39:59Z
310,85894,1481,1,need backup,1770255585
311,29565,2315,2,omw,2025-12-06T01:34:42Z
312,13748,2368,4,that was close,2025/08/12 17:58
313,55445,7125,2,where are you,2025-05-22 13:53:06
314,1326,7298,5,clutch,2026/02/15 05:26
315,17010,6318,4,,2025-12-03T06:08:18Z
316,68841,9671,4,gg,2026/02/01 14:03
317,34866,4683,5,good round,02/23/2026 09:18:51 AM
318,61099,9730,5,omw,12/14/2025 11:25:57 PM
319,96553,3119,1,where are you,2026-03-06 05:34:11
320,20350,4189,1,lag spike,05/21/2025 07:11:34 PM
321,97794,4388,2,where are you,10/01/2025 04:20:54 AM
322,80995,7377,4,gg,2025-08-05T16:06:33Z
323,37730,4911,4,that was close,2025-08-30 22:46:44
324,20777,2253,3,that was close,2025-10-09 11:52:40
325,60267,9434,3,gg,2025-10-18T01:04:06Z
326,48352,7334,2,where are you,12/26/2025 04:16:26 AM
327,94547,6779,2,lag spike,2026/03/30 14:18
328,24991,8848,5,gg,2025/06/13 05:24
329,37858,3669,3,that was close,1774641891
330,69629,3814,3,where are you,2025-05-25 06:32:59
331,49538,6862,3,good round,1775520429
332,66765,8630,3,where are you,2025-09-30 15:51:05
333,98962,2577,5,omw,08/17/2025 06:15:00 AM
334,32813,6022,5,clutch,2025-08-14 15:42:53
335,41140,3472,2,where are you,2026-02-11T06:08:21Z
336,31469,6644,2,bruh,2025-08-12 06:01:14
337,53078,1155,3,that was close,1759824076
338,39403,1227,3,nice play,1762894778
339,691,3147,5,bruh,06/09/2025 01:01:17 PM
340,73537,4305,4,that was close,1768240189
341,75450,5269,1,good round,2025-06-01T08:19:07Z
342,7104,774,1,need backup,2025-12-09T17:07:52Z
343,28941,771,1,clutch,2025/07/23 17:39
344,33222,6929,2,where are you,2025-05-30T20:14:58Z
345,9881,9535,1,need backup,2026-01-27 04:53:54
346,79216,7066,1,lag spike,2025-06-08T19:57:32Z
347,28855,373,1,where are you,08/03/2025 07:17:28 PM
348,69803,8575,4,lag spike,1771664542
349,8202,2567,1,good round,2025-10-10 20:40:18
350,83951,7472,1,lag spike,1760536281
351,22801,5994,5,good round,2026/01/23 11:31
352,18319,784,2,,1766703157
353,9732,5545,4,omw,1762569506
354,27552,232,1,nice play,08/17/2025 03:06:31 PM
355,97971,6801,1,nice play,05/26/2025 12:08:26 PM
356,61787,4271,5,omw,2025/09/21 16:45
357,66972,6897,4,where are you,04/28/2026 03:59:45 AM
358,19593,7881,5,nice play,03/05/2026 07:48:09 AM
359,37269,6026,2,where are you,2025/10/12 16:00
360,81114,7484,5,omw,10/09/2025 04:02:47 PM
361,84870,1525,1,omw,1772563387
362,81648,9402,2,gg,2026-01-13T05:30:41Z
363,16955,7214,5,omw,2025-10-24T23:23:50Z
364,87796,807,3,clutch,2025-07-28T03:26:18Z
365,67988,7279,1,where are you,04/26/2026 10:48:05 PM
366,62986,9509,5,need backup,2026-02-23T04:14:34Z
367,83269,1599,4,need backup,1760684355
368,26319,4416,4,good round,2026/04/11 19:14
369,54396,4500,3,gg,2025-07-02 17:40:50
370,40858,8634,2,bruh,2026-01-14 19:07:04
371,71027,9932,5,that was close,1764436670
372,13122,5425,1,that was close,2025-09-18T14:33:11Z
373,81156,4826,3,omw,1766665206
374,8435,9115,4,,2025-12-11T20:56:54Z
375,88,5584,1,that was close,2026-04-22 02:42:56
376,30108,4395,1,good round,2026-02-05 00:13:05
377,47581,1998,1,that was close,2025-06-27T01:04:32Z
378,14385,6118,1,that was close,2026-03-05T01:41:15Z
379,28804,5509,3,clutch,2026-01-14 22:27:11
380,80204,8191,3,where are you,2025-07-06 08:37:03
381,97952,2533,2,bruh,2025-11-19T09:10:15Z
382,93913,8463,2,,2026-04-29T21:40:51Z
383,61503,4109,5,gg,12/01/2025 10:40:09 AM
384,44181,4320,5,clutch,2025/12/14 03:45
385,847,6693,4,,2026-03-01 08:57:22
386,29025,2837,5,nice play,2026-03-11T07:39:24Z
387,8629,984,4,bruh,1767984298
388,54030,7898,1,where are you,1769231188
389,73403,2217,4,good round,2025/08/20 01:27
390,56495,3470,5,nice play,2025/07/16 05:27
391,19690,164,4,that was close,2026-01-17T18:34:21Z
392,61339,4348,4,where are you,2026-01-30T11:30:47Z
393,58911,3585,3,lag spike,1777127317
394,85274,9668,5,nice play,1750297065
395,77865,5563,5,need backup,1759529828
396,9024,1739,5,where are you,2026/05/05 12:44
397,90976,1382,4,need backup,
398,51359,1343,1,gg,2026-02-24 06:31:37
399,64266,3141,3,that was close,10/25/2025 03:52:44 PM
400,97453,4370,4,nice play,11/06/2025 03:49:50 AM
401,6533,8135,3,where are you,11/18/2025 03:58:20 PM
402,99864,8166,4,gg,2026/04/27 18:06
403,72275,9995,4,good round,2025-05-12T08:17:38Z
404,5186,9628,2,clutch,2025-05-22T14:32:42Z
405,59570,9527,5,clutch,2026/05/01 17:02
406,41343,3400,1,gg,2026-02-13T21:40:17Z
407,34203,7062,1,gg,05/23/2025 08:41:27 PM
408,89625,6390,1,bruh,2026/03/24 18:01
409,74948,2811,4,,2026/02/14 17:20
410,3743,8694,4,nice play,2025/07/03 07:39
411,48896,3422,3,need backup,04/25/2026 09:17:08 AM
412,7254,4292,3,bruh,2026/01/27 04:52
413,54702,6405,5,good round,2026/01/15 02:31
414,31386,8481,2,that was close,2026/04/16 00:39
415,10793,9339,3,gg,2026/03/09 09:22
416,57006,8757,1,where are you,
417,37837,1202,1,gg,08/20/2025 01:25:24 PM
418,89668,7384,5,that was close,02/09/2026 11:28:19 AM
419,38925,6611,4,clutch,2026-04-09 12:54:51
420,83298,4988,1,clutch,12/12/2025 06:23:01 PM
421,11282,8699,5,omw,2026/01/09 18:50
422,77088,2129,1,bruh,1770375193
423,59933,5485,1,omw,2025-05-11 00:21:30
424,42044,9970,5,omw,2026-04-21T16:31:33Z
425,80677,7364,1,bruh,2025-11-02 10:12:05
426,42405,8242,1,gg,1758034788
427,43732,2236,5,nice play,2026/01/22 19:40
428,36441,49,2,gg,2025/06/27 01:55
429,70306,4698,1,clutch,1768013555
430,92161,9833,3,need backup,08/16/2025 07:38:18 AM
431,97866,6546,1,that was close,
432,90924,8311,1,nice play,1751472542
433,5329,3280,5,that was close,07/23/2025 12:16:08 AM
434,47386,7973,3,lag spike,2025-12-13T21:58:10Z
435,35285,5066,2,nice play,2026-01-24T14:18:38Z
436,78162,8592,4,need backup,1766190469
437,7408,743,2,where are you,03/12/2026 04:11:34 PM
438,8671,2391,1,nice play,2025-11-01T20:56:03Z
439,9741,3887,4,gg,2025-11-20T08:07:47Z
440,68116,9108,5,omw,2025/08/03 20:17
441,73346,7385,1,clutch,2026-03-16 19:37:49
442,9085,6339,1,need backup,2025/08/19 10:34
443,63495,3991,1,that was close,2026-03-12T15:01:27Z
444,1535,6336,3,where are you,1773040953
445,52078,6957,1,where are you,2026/01/16 22:26
446,39990,2295,1,lag spike,2025-06-01 02:31:26
447,22194,4138,1,good round,1764409685
448,86361,6274,2,where are you,11/23/2025 10:48:09 AM
449,33134,8209,5,that was close,
450,18222,1876,4,bruh,1772166507
451,56724,4985,3,nice play,2025-08-08T23:37:04Z
452,52763,9600,1,where are you,
453,95932,4098,5,need backup,1769920492
454,88116,6215,5,lag spike,11/28/2025 07:50:19 AM
455,30671,8775,3,clutch,02/04/2026 02:09:49 PM
456,82371,6530,5,gg,2025-10-22T16:10:49Z
457,80549,5606,1,where are you,07/09/2025 11:32:44 AM
458,58133,4339,4,gg,2025-11-29T06:59:06Z
459,64351,991,4,lag spike,1775325197
460,22774,9967,2,that was close,11/28/2025 02:38:45 AM
461,76622,8027,1,omw,1762152339
462,32702,3871,4,bruh,2025-06-05 06:05:34
463,56273,280,5,nice play,1757618040
464,53634,1536,5,clutch,07/07/2025 09:28:20 AM
465,78999,7051,3,that was close,2026-04-02 23:18:43
466,63996,182,1,need backup,2025-11-27T10:37:07Z
467,42156,5610,5,need backup,2026-05-01 10:11:56
468,54080,1272,2,good round,2025-10-26T08:42:20Z
469,88504,3268,2,lag spike,2026-04-25T22:42:17Z
470,62448,2406,1,nice play,2025-05-20 20:22:19
471,90710,7760,1,good round,2026/01/16 19:48
472,52484,7262,2,gg,2025-09-17T00:47:52Z
473,83433,1804,3,clutch,2026-01-29 12:05:51
474,62854,3109,4,that was close,2025-08-24T11:49:04Z
475,15813,117,1,lag spike,2026-04-19T22:24:31Z
476,45160,8779,3,nice play,2025-11-22T05:09:40Z
477,88739,230,4,bruh,1761764287
478,15231,7102,2,bruh,2026-03-29T06:47:57Z
479,81779,3653,2,omw,2025/08/18 01:53
480,12975,1805,1,gg,2025-07-11 22:52:33
481,82445,3333,1,that was close,2025/05/29 20:28
482,16085,6105,5,gg,2025-11-15T09:15:12Z
483,36673,4541,3,omw,1764526710
484,45373,3242,1,need backup,2025-12-13 15:50:47
485,36080,3044,2,good round,2026/01/27 11:25
486,64302,2230,5,good round,2025-08-10T05:54:59Z
487,92318,9808,1,need backup,09/18/2025 06:54:50 AM
488,60142,1393,5,gg,2025-10-24 20:08:43
489,23248,7912,2,nice play,06/16/2025 10:57:26 PM
490,42182,540,1,clutch,2025-08-16T12:22:51Z
491,45533,9862,5,gg,2026-02-07T23:24:06Z
492,17240,5552,5,bruh,1770469714
493,1989,329,3,need backup,2025/10/17 05:44
494,87440,6238,5,need backup,1763938485
495,14303,4893,4,nice play,2026-02-22 22:08:02
496,70625,5575,1,clutch,2026-01-15 19:20:31
497,58073,4016,3,need backup,2025/05/08 12:57
498,40936,6468,2,omw,2026-03-03 01:20:35
499,70044,462,2,omw,01/24/2026 08:50:45 AM
500,39162,7713,3,gg,1754010200
501,24234,1730,3,that was close,1754236473
502,33341,54,5,where are you,1762414997
503,60013,4382,1,good round,2026-03-12 16:19:38
504,4389,8580,1,clutch,2025/11/17 11:31
505,31785,9325,5,need backup,1759327529
506,76675,3924,1,lag spike,2025-06-24 16:44:01
507,50775,9978,4,clutch,1760854865
508,39861,2146,5,clutch,1759851681
509,54780,4222,1,bruh,2025-06-02T12:36:37Z
510,54210,5573,1,gg,1757437195
511,13709,8139,1,gg,2025-05-24 18:00:00
512,90140,8249,1,where are you,2025-06-09T17:28:10Z
513,68503,7417,3,need backup,2025-06-15T03:27:54Z
514,26717,9916,3,that was close,2025-05-17 20:35:40
515,47602,3356,2,where are you,2025-10-31T14:59:38Z
516,72881,422,1,gg,03/28/2026 11:55:10 AM
517,64026,8665,1,omw,2025-08-20T07:56:27Z
518,41967,3503,1,bruh,2025-11-29 11:38:30
519,22680,4348,1,need backup,2025/08/16 02:26
520,33102,3042,1,need backup,2025-07-29T12:25:19Z
521,59389,60,2,gg,2025/06/07 23:49
522,29330,7844,1,that was close,1746961620
523,10062,3076,2,nice play,2025/11/15 09:52
524,59115,201,1,that was close,1758947287
525,84125,470,2,nice play,2026-01-12 22:31:56
526,75875,8089,3,bruh,05/22/2025 11:48:40 PM
527,20800,10,4,clutch,2025-12-07 01:44:52
528,7239,1810,1,,1747715364
529,87368,9305,1,where are you,05/26/2025 07:35:31 AM
530,47370,5297,3,bruh,2025-08-17T01:53:08Z
531,32035,8496,4,omw,1752858722
532,40309,2732,4,where are you,11/04/2025 03:23:11 PM
533,89602,3823,2,where are you,2026/01/09 16:15
534,7877,8758,3,need backup,2025-09-10T05:58:35Z
535,31371,689,1,that was close,09/30/2025 09:42:23 AM
536,9025,263,4,where are you,1764637789
537,87431,4899,4,good round,2025-05-19 16:06:25
538,1842,5391,4,,2025-10-29 12:56:36
539,87977,1837,1,bruh,1753713113
540,37357,1795,5,that was close,2025-10-18T20:28:14Z
541,58668,4915,3,lag spike,1765664943
542,27636,1474,1,good round,2026-03-22T01:18:03Z
543,50462,9100,2,good round,2025/12/04 00:26
544,312,9182,4,that was close,2025-05-20 09:13:15
545,81843,32,4,nice play,2026-03-19T02:35:57Z
546,91793,8833,3,where are you,2026/02/10 10:47
547,37299,5940,2,,2025-09-21 23:43:12
548,96775,2391,2,nice play,1747665478
549,79540,7702,4,lag spike,2025-12-25T10:42:41Z
550,68609,6813,2,gg,1757604516
551,72811,7079,1,omw,2026-01-06 13:16:02
